인증사회적기업 리스트('16년 6차) 2016.12.27.,,,,,,,,,,,,
,,,,,,,,,,,,
지역,인증번호,기관명,사업내용,"사회적목적
실현유형",사회서비스분야,대표자,대표전화번호,팩스,소재지,홈페이지,인증일자,인증회차
광주,제2010-188호,광주YWCA드림헬퍼사업단,"가사도우미,베이비시터,노인돌보미",일자리제공형,간병가사지원,서경숙,062-526-3336,062-529-1388,"광주광역시 남구 제중로 46번길 3-6, 1층(양림동)",www.kjywca.or.kr,12/22/10,2010년 4차
광주,제2010-189호,(사)한국운동건강협회,"운동,건강 프로그램 지도",일자리제공형,관광운동,김원준,062-383-7734,062-384-7734,광주광역시 서구 화정동 404-8 염주체육관 213호,,12/22/10,2010년 4차
전남,제2010-190호,(재)내셔널트러스트 문화유산기금 전남지부,"전통한옥체험, 전통문화교육",기타형,관광운동,나선화,061-336-3675,061-336-3677,전라남도 나주시 다도면 풍산리 199 도래옛집,www.nt-heritage.org,12/22/10,2010년 4차
전남,제2010-191호,주식회사 이엠사랑,"EM제품 판매, 환경정화",일자리제공형,환경,조경호,061-555-3100,061-555-3110,전라남도 완도군 완도읍 청해진서로 468번길 11,www.완도이엠사랑몰.kr,12/22/10,2010년 4차
충남,제2010-196호,(주)사람,이주여성 일자리 제공 및 봉제사업,일자리제공형,사회복지,나상흠,041-534-1855,041-354-2855,충청남도 당진시 당진시장길 132(읍내동),,12/22/10,2010년 4차
충북,제2010-197호,사회복지법인 금장학원 세하앤 사업단,우리쌀로 만든 쿠키 등,일자리제공형,기타,변종무,043-652-5472,043-646-5472,충청북도 제천시 의병대로 45길 60(흑석동),,12/22/10,2010년 4차
충북,제2010-198호,㈜사람인충주돌봄,"노인재가요양, 간병, 가사관리사, 장애인활동보조",일자리제공형,보건,백수진,043-855-2810,043-855-2808,충청북도 충주시 번영대로 111(연수동),,12/22/10,2010년 4차
충남,제2010-199호,(주)다인돌봄,"가사, 간병",일자리제공형,간병가사지원,권경윤,041-665-2307,041-669-2312,"충청남도 서산시 안견로 230(동문동, 일송빌딩 4층)",www.다인돌봄.org,12/22/10,2010년 4차
충남,제2010-200호,(주)부여복지마을,"집수리, 청소",일자리제공형,청소,장선숙,041-837-0811,041-836-0816,충청남도 부여군 규양면 합송서로 128-3,http://bywel.net/,12/22/10,2010년 4차
충북,제2010-201호,주식회사 충주YWCA 올리,"올리버거 및 친환경음식 제조,판매",일자리제공형,기타,정월자,"043-846-3240,070-8821-3240",043-852-3240,"충청북도 충주시 중앙로 113, 101(성내동, 경인빌딩)",www.jjcollection.co.kr,12/22/10,2010년 4차
서울,제2010-202호,민들레코하우징㈜,농어촌 빈집 주인찾기,기타형,사회복지,이종혁,02-525-0111,02-2055-2995,"서울특별시 서초구 효령로 182-7(방배동, 현진빌딩 4층)",www.cohousing.or.kr,12/22/10,2010년 4차
서울,제2010-203호,(사)서울오케스트라,클래식오케스트라를 통한 사회정서 함양사업,기타형,문화예술,김희준,02-588-0974,02-6670-2836,서울특별시 서초구 서초동 1530-18 대성빌딩 2층,www.seoulorchestra.co.kr,12/22/10,2010년 4차
경기,제2010-204호,(사)수원음악진흥원,클래식 공연을 통한 문화 나누기 및 일자리 창출,기타형,문화예술,최혜영,031-224-0533,031-224-0523,경기도 수원시 권선구 권선동 1011-3 덕화빌딩 B1,http://mios.or.kr/,12/22/10,2010년 4차
전남,제2010-205호,노리터사람들(주),음악학원운영 및 공연,기타형,문화예술,장준배,061-684-1561,061-684-1562,"전라남도 여수시 쌍봉로 190(신기동, 2층)",www.npeople.co.kr,12/22/10,2010년 4차
경기,제2010-206호,주민두레소비자생활협동조합,로컬푸드 친환경 농산물 직거래사업 및 단체급식 공급사업,기타형,환경,전주리,031-715-2182,031-715-2183,경기도 성남시 분당구 정자동 223-5,www.jucoop.com,12/22/10,2010년 4차
강원,제2010-207호,(주)봄내살림,"친환경 로컬푸드 회원직거래 사업 (일반 가정 대상),급식용 친환경 로컬푸드 공급사업 (시설 대상), 춘천 친환경쌀 공급사업, 학교 급식용 식자재 공급사업",기타형,사회복지,정수일,033-256-6294,033-242-6294,강원도 춘천시 신동 341번지 ,www.local-food.kr,12/22/10,2010년 4차
서울,제2010-208호,사회복지법인자선단관악시니어클럽두부사업단콩깍지,어르신 생산품(즉석두부) 및 일반 상품 판매 매장 운영,일자리제공형,사회복지,조종현,02-874-9295~6,02-874-9616,서울특별시 관악구 봉천동 148-145,"www.gacsc.or.kr
",12/22/10,2010년 4차
서울,제2010-209호,(주)착한여행,"책임여행, 교육사업, 정책사업, 사회공헌사업, 출판사업 등",기타형,관광운동,나효우,02-701-9071,02-701-9073,"서울특별시 관악구 관악로 140(봉천동, 관악구사회적기업지원센터3층)",www.goodtravel.kr,12/22/10,2010년 4차
전북,제2010-210호,문화기획 너울,"국악공연, 전통문화체험",일자리제공형,문화예술,조휴진,063-636-1855,063-636-1857,"전라남도 남원시 광치농공2길 8(용정동, 옥천수지내)",www.hanwol.org,12/22/10,2010년 4차
전북,제2010-211호,(유)두레건축,"저소득층주거복지, 저소득층 주거환경개선",일자리제공형,사회복지,"곽병현, 육근용",063-653-0924,063-653-0934,전라북도 순창군 순창읍 남계리 14-2,,12/22/10,2010년 4차
인천,제2010-212호,정부물품재활용(주),대형폐기물 재활용사업,기타형,환경,윤성구,032-888-7282,032-891-0285,인천광역시 중구 신흥동 3가 7-225,www.korecycle.or.kr,12/22/10,2010년 4차
전북,제2010-213호,벼이삭영농조합법인,농산물가공 및 판매,일자리제공형,기타,양순용,063-653-4364,063-653-4363,전라북도 순창군 동계면 구미리 444-1 ,www.벼이삭.com,12/22/10,2010년 4차
제주,제주특별자치도 제2010-003호,(주)제주생태관광,"생태문화관광, 공정여행",기타형,관광운동,윤순희,064-784-4256,064-725-1199,제주특별자치도 제주시 조천읍 북촌4길 54-5,www.storyjeju.com,12/22/10,2010년 4차
전남,제2011-001호,주식회사 포스플레이트,"광양제철소 후판 재질시험 샘플 가공(시편) 작업
광양제철소 후판 제품창고 관리",일자리제공형,기타,고후남,061-795-7511,061-795-7512,전라남도 광양시 폭포사랑길 20-26 (금호동),www.posplate.com,5/27/11,2011년 1차
광주,제2011-003호,소화아람일터,"친환경 EM제품 생산,친환경제품 체험교육, 환경개선사업",일자리제공형,환경,김행란,062-710-4030,062-675-4032,광주광역시 남구 용대로74번길 27 (봉선동),www.huinyeoul.com,5/27/11,2011년 1차
울산,제2011-005호,주식회사 나누리,"친환경상품개발, 교육 및 나누리그린하우스 운영",일자리제공형,환경,김재범,052-260-0032,052-261-0032,울산광역시 남구 삼산로94번길 19-1(달동),www.nur1004.co.kr,5/27/11,2011년 1차
경기,제2011-006호,㈜녹색사람들,재활용품 분리 제조 사업,일자리제공형,환경,이순남,031-319-5579,031-319-7579,"경기도 시흥시 정왕대로 233번안길 1 (정왕동, 우촌빌딩3층)",www.greenpeoples.co.kr,5/27/11,2011년 1차
충남,제2011-007호,㈜공주돌봄,"노인요양, 가사간병, 산모도우미",일자리제공형,간병가사지원,유인숙,041-858-0069,041-858-0084,충청남도 공주시 산성동 69-35,,5/27/11,2011년 1차
서울,제2011-008호,EM실천,"디자인, 기획, 인쇄, 복사, 현수막, 우편발송",일자리제공형,기타,김영환,02-875-9744,02-875-9965,서울특별시 금천구 가산동 493-6 대륭테크노타운6차 1004호,www.em21c.com,5/27/11,2011년 1차
서울,제2011-009호,사단법인 사람과사람,"노인재가장기요양사업, 가사간병사업, 노인돌봄종합서비스",혼합형,간병가사지원,윤연옥,02-2601-6059,02-2601-6059,"서울특별시 양천구 신월로 354, 6층 1호(신정동, 세원빌딩)",www.사람과사람.org,5/27/11,2011년 1차
서울,제2011-010호,사단법인 숲생태지도자협회 부설 숲자라미,숲 체험프로그램 및 숲 속 콘텐츠 체험프로그램 운영,일자리제공형,환경,임수임,02-465-5591,02-313-5561,"서울특별시 성동구 서울숲4길 20-1 (성수동 1가, 2층)",www.supzarami.com,5/27/11,2011년 1차
울산,제2011-012호,㈜코끼리를키우는사람들,불특정다수에게 성교육 서비스 제공,기타형,교육,정군식,052-275-0043,052-276-0043,"울산광역시 남구 월평로 64 (신정동, 1층)",www.happysay.or.kr,5/27/11,2011년 1차
경북,제2011-013호,카리타스보호작업장,"포카포카 화장지 생산, 차량용 부품 임가공 사업, 복사용지, 신문용지, 중절지롤",일자리제공형,사회복지,이상헌,054-244-4009,054-248-4009,경상북도 포항시 북구 청하면 사방공원길 35,,5/27/11,2011년 1차
부산,제2011-014호,천사들의세상 의료소비자생활협동조합,"재가노인방문요양서비스, 재가노인이동차량목욕서비스",일자리제공형,간병가사지원,김대원,080-217-1004,051-302-0033,부산광역시 사상구 사상로 231 (괘법동),www.1004world.co.kr,5/27/11,2011년 1차
부산,제2011-015호,사단법인 에코언니야,"천연비누, 폐식용유 재활용 세탁비누 판매, 친환경농산물직거래",일자리제공형,환경,박숙경,051-581-0906,051-467-1171,부산광역시 금정구 구서동 415-3번지 시티타워 지상 101호,http://www.ecosister.or.kr/,5/27/11,2011년 1차
대구,제2011-017호,주식회사 지구마을,"친환경 농산물 유통, 농촌체험프로그램 운영, 친환경 도시락 배달판매",일자리제공형,기타,정창용,053-323-0815,053-323-0815,"대구광역시 북구 매천동 609-4, 610",http//cafe.daum.net/gigumaul,5/27/11,2011년 1차
부산,제2011-020호,부산메트로폴리탄팝스오케스트라,팝스오케스트라의 무대공연 사업 및 생활음악,일자리제공형,문화예술,김일양,070-7727-0188,051-621-0188,"부산광역시 수영구 광안해변로 21-1, 4층(남천동)",www.bmpo.co.kr,5/27/11,2011년 1차
경기,제2011-021호,사회복지법인 대한불교조계종사회복지재단 신륵건강생활지원단,"반찬 서비스 사업, 식사 및 간식지원 사업",일자리제공형,사회복지,성명자,031-885-5275,031-885-5274,경기도 여주군 여주읍 소양로 83-4,,5/27/11,2011년 1차
경기,제2011-022호,㈜ 크린서비스 청,건물위생등 청소업체,일자리제공형,청소,김기홍,070-4240-8399,032-326-8399,경기도 부천시 원미구 중2동 1122 청원프라자 402호,,5/27/11,2011년 1차
강원,제2011-024호,공동체농업지원센터 영농조합법인,"친환경계란생산, 제철 꾸러미를 통한 농산물 도농직거래 사업",일자리제공형,기타,윤종상,033-344-5111,033-344-6111,강원도 횡성군 갑천면 포동2리 533-1,,5/27/11,2011년 1차
경기,제2011-025호,㈜맛들식품,즉석 냉동식품 제조,일자리제공형,기타,이정희,031-569-9919,031-568-9919,"경기도 구리시 동구릉로 136번길 90(인창동, 농수산물도매시장수산물동2층52133호)",www.mdfood.co.kr,5/27/11,2011년 1차
서울,제2011-026호,사단법인 솔아,"취약계층 대상 국악교육, 공연 및 일자리제공, 무료 전통혼례 사업",일자리제공형,문화예술,전미경,02-2612-6300,02-855-6301,"서울특별시 구로구 가마산로 283, 809호(구로동, 메이플라워)",www.solaseodo.com,5/27/11,2011년 1차
서울,제2011-027호,코이안(KoIAN),"문화소외지역 및 저소득층 가족, 장애아동을 주로 포함한 대중을 위한 뉴미디어 공연/전시 , 모션그래픽스 영향, 뉴미디어공공예술, 뉴미디어 예술체험교육 서비스 제공                          ",기타형,문화예술,전병삼,070-8230-8290,0505-823-8290,"서울특별시 강남구 역삼로 136(역산동, 신명빌딩7층)",www.koian.org,5/27/11,2011년 1차
서울,제2011-029호,(사)한국신체장애인복지회 인쇄사업장,인쇄물 제작,일자리제공형,기타,강광석,02-6401-8891,02-6401-8892,서울특별시 금천구 가산디지털2로 107(가산동),,5/27/11,2011년 1차
경기,제2011-031호,수원 굿윌스토어 ,재활용품 분리 제조 사업,일자리제공형,환경,고명진,031-229-9192,031-229-9194,"경기도 수원시 팔달구 매산로104번길 10, 1층 113호(교동, 풍림아이원아파트)",www.goodwillsuwon.com,5/27/11,2011년 1차
서울,제2011-032호,장애인문화예술 판,장애인극단 운영 및 장애인문화예술웹진 제공,일자리제공형,문화예술,좌동엽,02-745-4208,02-2179-9108,"서울특별시 성북구 종암로25길 29, 4층(종암동,마을-사회적경제센터)",http://www.artpan.net,5/27/11,2011년 1차
서울,제2011-033호,사단법인 하늘에,"뮤지컬 창작 및 정기, 순회 공연, 뮤지컬 치료교육사업",일자리제공형,문화예술,문경수,02-336-3767,031-442-9135,"서울특별시 금천구 시흥대로115길 37, 5층(독산동)",club.cyworld.com/punchpunch,5/27/11,2011년 1차
대구,제2011-034호,주식회사 수성돌봄서비스센터,"재가장기요양사업, 대상자 상담/모니터링, 무료간병사업",일자리제공형,간병가사지원,정성애,053-759-5114,053-761-0019,대구광역시 수성구 범물동 1262-2,www.mooryang.org,5/27/11,2011년 1차
경기,제2011-035호,안산YWCA 월드맘(WORLD MOM),유아 대상 영어 교육 사업,일자리제공형,교육,김옥선,031-402-0105,031- 402-0105,"경기도 안산시 단원구 화정로 26 (초지동, 1층)",blog.naver.com/worldmomjjan,5/27/11,2011년 1차
서울,제2011-037호,(사)장애인생산품판매지원협회 인쇄사업소,인쇄물제작,일자리제공형,기타,이용국,02-2269-5523,02-2269-5529,서울특별시 성동구 아차산로5길 11,www.koreasm.or.kr,7/21/11,2011년 2차
서울,제2011-038호,사단법인 캔파운데이션,"전시, 미술품임대, 대관, 기업문화예술 아카데미, 디자인 컨설팅 등",기타형,문화예술,장문경,02-766-7660,02-744-0272,서울특별시 성북구 성북동 46-26 2층,www.can-foundation.org,7/21/11,2011년 2차
서울,제2011-040호,사단법인 남북장애인교류협회,"출판, 기획, 인쇄",일자리제공형,기타,안광범,02-738-2212,070-4811-6999,"서울특별시 영등포구 경인로82길 3-4, 1105호(문래동1가, 센터플러스)",http://nambouk.org/,7/21/11,2011년 2차
서울,제2011-041호, ㈜사람마중,"간병사업, 간병인 취업알선, 산후서비스",일자리제공형,간병가사지원,정석구,02-6080-8648,02-323-8270,"서울특별시 마포구 독막로 22, 7층(합정동, 청명빌딩)",,7/21/11,2011년 2차
서울,제2011-042호,사회복지법인 한국소아마비협회 사업단 정립전자,"개인컴퓨터(데스크컴퓨터), 구내방송장치(AV), LED조명, CCTV카메라, 배전반, 무정전전원장치(UPS), 전광스코어판, 전광판(VMS), 계장(계측)제어장치, 자동제어반",일자리제공형,기타,박춘우,02-446-6867,02-458-5187,서울특별시 광진구 구의동 16-3,www.junglip.or.kr,7/21/11,2011년 2차
경기,제2011-044호,사회복지법인 주내자육원일굼터,가구제조 및 판매,일자리제공형,기타,김창연,031-959-7015,031-958-9449,경기도 파주시 법원읍 술이홀로1333번길 63,www.ilgury.com,7/21/11,2011년 2차
